title,mode,level,id,thumbnail
CARMEN BUS,Single,21,ODdZTzYvSXdVS0JYYTd5S1BjRHl0dz09,https://phoenix.piugame.com/data/song_img/b5116f40bd20cdd585b9a565cfac71a5.png?v=20241031113041
CHAOS AGAIN,Single,21,ZERZeWt6VWZMT2tmNlJqREs1NDRLUT09,https://phoenix.piugame.com/data/song_img/df2bb22858f58b4cf088ce1866854f2d.png?v=20241031113041
CHICKEN WING,Single,21,QmUybjEyWGtROGpvaUpFVVFpZXArdz09,https://phoenix.piugame.com/data/song_img/8d26b7c6b40b80e288decba3687b14fb.png?v=20241031113041
Cleaner,Single,21,UmFrTjIrRzVocGtoZTFOOTVTQmRxQT09,https://phoenix.piugame.com/data/song_img/e6ac757c38d1d589c25b3461bb8438d5.png?v=20241031113041
Cleaner - SHORT CUT -,Single,21,OTFGYnhHTnVkRWJVRXRVWGRwdGlvUT09,https://phoenix.piugame.com/data/song_img/dbdb3a17cef6b8c0442d271895b7b996.png?v=20241031113041
CO5M1C R4ILR0AD,Single,21,NHVrcjhXYXZUb1dMbzdPSHQ4OEtjZz09,https://phoenix.piugame.com/data/song_img/cb4ad7cf62655b7d2907ade4d781873f.png?v=20241031113041
CROSS RAY (feat. 月下Lia),Single,21,M2dyMnFpWFU2QnpZbDRPVytNSlBldz09,https://phoenix.piugame.com/data/song_img/dfba9d785e48104e3cf269d4aa594559.png?v=20241031113041
Cygnus,Single,21,UUVub1c3OXVlNUxPdHE4MFdNM2I1QT09,https://phoenix.piugame.com/data/song_img/d3bb74a1485528e8428315183eaa1544.png?v=20241031113041
Dement ~After Legend~,Single,21,Ukl1RFo2NmVpVCt1MGY0M1lwbC9nQT09,https://phoenix.piugame.com/data/song_img/fd482baf3748bc4b5e74b4d5cd800819.png?v=20241031113041
DESTRUCIMATE,Single,21,Ym5iTVBmNndFRFhDQVhEc29idUdSZz09,https://phoenix.piugame.com/data/song_img/8a48c481d5d5b1e1a19b0a230b776a1c.png?v=20241031113041
Dignity,Single,21,Y0NwQm01QzE3NEQwbGg4aTM2cjgyUT09,https://phoenix.piugame.com/data/song_img/f1cb86385e1dcac7b5dd87da181ed2f2.png?v=20241031113041
Dream To Nightmare,Single,21,UUg2UTM3Q0FxOUtrQjdOekZvWm4rUT09,https://phoenix.piugame.com/data/song_img/149de4217a7f2e3d80c3dbe4090a2ea0.png?v=20241031113041
DUEL,Single,21,Ujl3SHVOYktTQ3hnSks3UmZSc01JZz09,https://phoenix.piugame.com/data/song_img/09c5d38e13221437e549c596fcaac4c6.png?v=20241031113041
Elise,Single,21,d2ZuejJYQ01pM2JWcDdzOFd6Yy9oQT09,https://phoenix.piugame.com/data/song_img/3a4e606d1e1b67c3937f1d7c617d852c.png?v=20241031113041
ESCAPE,Single,21,OHVpRGxJdUJsMVJERjd5V2ovWXRZZz09,https://phoenix.piugame.com/data/song_img/057e2df0bf02e2fcb287bb24644d0cb4.png?v=20241031113041
Everybody Got 2 Know,Single,21,NGtabEtidFd3aW9iZGlzcE9YSlBQdz09,https://phoenix.piugame.com/data/song_img/cf5f765134dddaac40d09a46b4a795a1.png?v=20241031113041
EXTRA BanYa Remix,Single,21,bkJCdTUwdVdnSWJFRnVwTG1FY1MzZz09,https://phoenix.piugame.com/data/song_img/8c37245301d86cde0179ba2ae8232152.png?v=20241031113041
F(R)IEND,Single,21,Z0xLY2t2OG94NWNHekw1ekdQa3dBZz09,https://phoenix.piugame.com/data/song_img/341db42d98d602ee2e3da10c068cacda.png?v=20241031113041
Faster Z,Single,21,VkljV1FTTmtvNldybVd3cUxZays5Zz09,https://phoenix.piugame.com/data/song_img/e1cf59e8f3867e354df5e8271bd92e63.png?v=20241031113041
Final Audition Ep. 1,Single,21,eUoxc1hobUxYWU84V3lCSXhaSVJ5UT09,https://phoenix.piugame.com/data/song_img/99358e5e78a2ed2b7ea890eec2c271e7.png?v=20241031113041
Final Audition Ep. 2-1,Single,21,T1czc0Fxa1NEV2s2dEVaMDlTejdFdz09,https://phoenix.piugame.com/data/song_img/f68501156acb18b48e57c879fd271756.png?v=20241031113041
Final Audition Ep. 2-2,Single,21,M3ZSWHZLOW1BRnM5enpkelVMdDEzUT09,https://phoenix.piugame.com/data/song_img/586259955404d31e77555357b9d421ee.png?v=20241031113041
Flavor Step!,Single,21,L05PMHBXYzhJTnR5c1AzRytvTFFHdz09,https://phoenix.piugame.com/data/song_img/2eecbab75fb2d9f0f95971ff487fc934.png?v=20241031113041
R.I.P,Single,22,Q2wxdkRoTVFvSlhhNUtwUU5ZdmJJZz09,https://phoenix.piugame.com/data/song_img/1fdba3fa2fd7fc9c3fef0593fb67897d.png?v=20241031113041
Repentance,Single,22,S2FScUFUVDY3Snc1dWpoRnVtYUp5QT09,https://phoenix.piugame.com/data/song_img/93d5647e7b2b3cdb2b3a04d06f996851.png?v=20241031113041
Robot battle,Single,22,Um1KY1l2YWEzc2c3M09WeHAxVFJaUT09,https://phoenix.piugame.com/data/song_img/a268caa8a79c490bc1f27da6169ceaeb.png?v=20241031113041
Rush-More,Single,22,RzdZMFp6Y1NCdEpSdSt6STNtbDY1dz09,https://phoenix.piugame.com/data/song_img/89ac6afc39e1dbaf27cede9586f53f2d.png?v=20241031113041
See,Single,22,LzFpTVJ6RFdIQmFkQlY5aVNoVlU1UT09,https://phoenix.piugame.com/data/song_img/2e0daf0c0eb3b5a188a20eb0a7dd1581.png?v=20241031113041
Skeptic,Single,22,SHhpZCtVbUNNdmVRc2dEMHJLOEpwQT09,https://phoenix.piugame.com/data/song_img/cfd902c46c5004527c92d5e229edcc42.png?v=20241031113041
Solfeggietto,Single,22,WVpkS01zR1RuYStFTkxKOHpHamJ2dz09,https://phoenix.piugame.com/data/song_img/89ad08817eede5a099583987e96d64b3.png?v=20241031113041
Uh-Heung,Single,22,Z3lCUTl2TFIvK1E4bndBVWs2cHN1QT09,https://phoenix.piugame.com/data/song_img/9095d45d33d1c8cf8495c1295604e0af.png?v=20241031113041
Underworld ft. Skizzo (PIU Edit.),Single,22,SE1tVm1maTYyTllXaVZtb2dobzRSdz09,https://phoenix.piugame.com/data/song_img/537cebe79bb5a6cea03bf1d7a4d687e6.png?v=20241031113041
Uranium,Single,22,elF3bDZ4Rlg5cjB5WHhXMkJwdnBFdz09,https://phoenix.piugame.com/data/song_img/33fa299e6f4e94b8360c39d815339549.png?v=20241031113041
VECTOR,Single,22,Vko5N2FJQ0IxUVFzZFpNa3YrYW1Tdz09,https://phoenix.piugame.com/data/song_img/ab914c8ca7030b776ec3cd3ad7dad3e9.png?v=20241031113041
video out c,Single,22,VWRCK0kwOTgrVTF1UDJWNWc4blNhQT09,https://phoenix.piugame.com/data/song_img/ca619d079c76bb78afc1e8705484f7f9.png?v=20241031113041
Vulcan,Single,22,OHJzNVp1a1Q5VjRUcC9JQnI1TVRGUT09,https://phoenix.piugame.com/data/song_img/1b136c94ccb3f8f5ea24009313aa71d1.png?v=20241031113041
1949,Single,21,YUp6MG1YQitLNS85eWlSNHlTaHhjUT09,https://phoenix.piugame.com/data/song_img/27b9c3cc4f8d3c476205f2d4e6bbd9a5.png?v=20241031113041
8 6 - FULL SONG -,Single,21,TjhIU3ZsalZVN0lxTkU3eUtsNzNsUT09,https://phoenix.piugame.com/data/song_img/eb741a04f8157c320f930d95dceecd7b.png?v=20241031113041
Adrenaline Blaster,Single,21,UW9uQWZwa3BKSVVYR0pHM0RqajNBdz09,https://phoenix.piugame.com/data/song_img/e50902f87a52e34280440a77fedd9de4.png?v=20241031113041
Altale,Single,21,YnlBbUlhSVNTTXZuN0Voa2ozVmI2UT09,https://phoenix.piugame.com/data/song_img/3aed0157e26dfa040bf84ae1167a22d5.png?v=20241031113041
Amor Fati,Single,21,a2xRV2tDZERKemdGOS9iQlF3aStGQT09,https://phoenix.piugame.com/data/song_img/46f545d32d421f3b6d7bd7d67531173e.png?v=20241031113041
Banya-P Classic Remix,Single,21,V3J6bEJ5UGR0cWU3N1prc24vS09hQT09,https://phoenix.piugame.com/data/song_img/cf5ab474b33817e5f97f69016cc5beb9.png?v=20241031113041
Baroque Virus - FULL SONG -,Single,21,QWp4NU9HOHJyK1BlVHRLTTczQVVYQT09,https://phoenix.piugame.com/data/song_img/a7aa8a563397bb7ba2af5ae78b5281a3.png?v=20241031113041
Beat of The War,Single,21,Mkd6NmxGWlRnRU53QlQ2MGRKUC8xdz09,https://phoenix.piugame.com/data/song_img/c7d2356bba6475cdc7027c7655bd0bb4.png?v=20241031113041
Beat of The War 2,Single,21,amdCUWl5THhTR2dBaGUyVDRHRU11Zz09,https://phoenix.piugame.com/data/song_img/25aa93c9dd7da88d659ebf3704eb9b59.png?v=20241031113041
Beat of The War 2 - FULL SONG -,Single,21,ODhTR29JSU5Ib3NObWcrMnBra3laUT09,https://phoenix.piugame.com/data/song_img/ea7112bef656fdb613a2d8c62be1fb13.png?v=20241031113041
Beethoven Influenza,Single,21,TGNIYU9jMXlmZXN6dU9xMVF3cjBkdz09,https://phoenix.piugame.com/data/song_img/9c1874f1d011b346bcf00619d4625a1d.png?v=20241031113041
Beethoven Virus,Single,21,M3QvaVhRVWRRSkNLVXZlYkE4RjgzZz09,https://phoenix.piugame.com/data/song_img/a7b3d3aadddc0fce1160f509054f1686.png?v=20241031113041
Bemera - SHORT CUT -,Single,21,eThtL3ZhUEFqemtLZkJ5a3JvNUduQT09,https://phoenix.piugame.com/data/song_img/6a85e56f0e34c5b704755073a5d6a790.png?v=20241031113041
Big Daddy,Single,21,cHVwMjZXbFgvSHFYYXpDZTYwUW9Ydz09,https://phoenix.piugame.com/data/song_img/3e3f713ed842b5e1efb9bb8e7c0d1a4d.png?v=20241031113041
Black Dragon,Single,21,S0M0bG9nSTdKM2JtWlVGaTZSZk1GUT09,https://phoenix.piugame.com/data/song_img/e5e538252c8e9c9ad3e77b04fde32231.png?v=20241031113041
BOCA,Single,21,SVhYeVhIb2hDQzdTWHJsclMyTFVxdz09,https://phoenix.piugame.com/data/song_img/eb5af940defb17449259e75e16926870.png?v=20241031113041
Broken Karma (PIU EDIT),Single,21,QWxqZDJnSGZJaEY3Vm9NeDZmZUFGUT09,https://phoenix.piugame.com/data/song_img/183930ddd25cd0fd1da322d1584a6291.png?v=20241031113041
Brown Sky,Single,21,SFo5dWk2YytCTFFlN1NJRkI0bnZUZz09,https://phoenix.piugame.com/data/song_img/7abbf7a6be02f94ec16598a3b841a139.png?v=20241031113041
BSPower Explosion,Single,21,N2NHSmtrUXVwMnNUNnc3Z1ZEZ3hCZz09,https://phoenix.piugame.com/data/song_img/cc1bd7cd214a4171cf6fc4d8613cefff.png?v=20241031113041
Bubble,Single,21,V1pYOVNlbm54eDNVTFBVZlEzWVZTZz09,https://phoenix.piugame.com/data/song_img/9b71130dbd5410cfb920d6a7fa4e0615.png?v=20241031113041
Can-can ~Orpheus in The Party Mix~,Single,21,UStsRFBwWjFjL3B2bDJXWko5U2hMQT09,https://phoenix.piugame.com/data/song_img/b18d5837f6ab966de0a951e2fb018478.png?v=20241031113041
Cannon X.1,Single,21,TE54T2VGV3RTM1NmRy9SZmt4RUpXdz09,https://phoenix.piugame.com/data/song_img/40975307786409a32cda392fe62ee7c2.png?v=20241031113041
Canon D,Single,21,STlOTlhWYVVUanZxdXdPbFg5ZEJHZz09,https://phoenix.piugame.com/data/song_img/8bc90e7b39366efebd9bc42c064c4c9b.png?v=20241031113041
msgoon RMX pt.6,Single,21,TkNlTU95bUdOQVZVZHdoaW15Q3loUT09,https://phoenix.piugame.com/data/song_img/050ba0c75807025e3683d4c9942d3f07.png?v=20241031113041
Napalm,Single,21,ejBKSWJNalNSK1NmaHV0S2tzRFZjQT09,https://phoenix.piugame.com/data/song_img/e3bbf6c00c0de558d4b751b6840efb47.png?v=20241031113041
Nihilism - Another Ver.-,Single,21,cSs5QUNJeXloaWtueUdkRW5ONE02UT09,https://phoenix.piugame.com/data/song_img/7040edb4ff55d6d78d7b8e067659ff11.png?v=20241031113041
Nyarlathotep,Single,21,ZGc3QkJRUmJhTGZkeldrYkVOZktwdz09,https://phoenix.piugame.com/data/song_img/3f02cf4ddbf100d3656ce0d334f63e6f.png?v=20241031113041
Odin,Single,21,T0VUZlJ2czZHS2Z1aTBYTEJuUkZFQT09,https://phoenix.piugame.com/data/song_img/14da0faf29ae484f7dc4194f41436a1e.png?v=20241031113041
Orbit Stabilizer,Single,21,VThFK1lOUWpKTFBlbC9TWTRYcEZEZz09,https://phoenix.piugame.com/data/song_img/b68addfd9b7eb9c646657ee4f215e799.png?v=20241031113041
Paradoxx,Single,21,RE8wb3JMdVhCYVEzOGRjUlJZRU5IUT09,https://phoenix.piugame.com/data/song_img/2da8be03841200479a4c23e8b60aeb70.png?v=20241031113041
Paradoxx - SHORT CUT -,Single,21,M1BMTWZUTURDUUpiR3RPMDVPaHk4QT09,https://phoenix.piugame.com/data/song_img/2975834a1fbb299395252e9f1691851c.png?v=20241031113041
Perpetual,Single,21,eWhUa3NSQkJHWDZFVGpBWXI3VFJ1UT09,https://phoenix.piugame.com/data/song_img/aaa768a0b807b815409ed97d9efac188.png?v=20241031113041
POINT ZERO 2,Single,21,RnhrVHR2SnF2Wnl0WE1YWVhsZU1HZz09,https://phoenix.piugame.com/data/song_img/acc3d98c6192919a0e6faa538606e518.png?v=20241031113041
Pop Sequence,Single,21,c1VUcGo1TWNneDFVR01mYjFiTDFadz09,https://phoenix.piugame.com/data/song_img/517829f70e7dfddf25a974289134e8e5.png?v=20241031113041
Poppin' Shower,Single,21,TGE0QkM2Z3hTcnBRTDdsaldrRWs1UT09,https://phoenix.piugame.com/data/song_img/431c7a7f2602972ebb99569a64f05c2b.png?v=20241031113041
Little Munchkin,Single,21,d2Y5ZlBoWEZIUzJEdzM5dUhNMVU0Zz09,https://phoenix.piugame.com/data/song_img/d59295bf426a99e64848df63ced40717.png?v=20241031113041
Lohxia,Single,21,TEFybWVtNnVqZHo3MTRzZGxxS0Zydz09,https://phoenix.piugame.com/data/song_img/280eaf79c3414fcc25d52691f550a624.png?v=20241031113041
Loki,Single,21,cWxpWUtEdGlTSjdITm5lMEZsd3pmZz09,https://phoenix.piugame.com/data/song_img/8f60feb29c23dba166d882a86110b732.png?v=20241031113041
Love is a Danger Zone 2 Try To B.P.M,Single,21,K21tdkpLV0JlS0ZTczBhQVBQQjdhdz09,https://phoenix.piugame.com/data/song_img/200d4dc1bdcf136287315e519d86c646.png?v=20241031113041
Love Is A Danger Zone(Cranky Mix),Single,21,c0J6cDd1VU9USWU3Z3hpOG9IQVk4UT09,https://phoenix.piugame.com/data/song_img/72a5b43b6f620b5a785a673f53e38e1c.png?v=20241031113041
Lucid Dream,Single,21,VndpcUVTRG55cysvNDY3aWVRUGtFQT09,https://phoenix.piugame.com/data/song_img/bd82e2ff6db9c6e4ba585760cb5a94f7.png?v=20241031113041
MATADOR,Single,21,Qmg3VXc4Tm5QQWZVTytPSWZBeXg5Zz09,https://phoenix.piugame.com/data/song_img/2e57f224899a9644cda9632c7795f915.png?v=20241031113041
MEGAHEARTZ,Single,21,dDR5RnpBMy80b2srSW9yM3RQZ0hZQT09,https://phoenix.piugame.com/data/song_img/557ee99561f8a1522c7c87f2a4a11a4e.png?v=20241031113041
Mental Rider,Single,21,N2hZVG1HaWJVbStyQXFZOEhqcFlyZz09,https://phoenix.piugame.com/data/song_img/1ebb047f3cf0901df3bdf4731a8db7d4.png?v=20241031113041
Meteo5cience (GADGET mix),Single,21,NU1qdWh5S3VvODFIcmZFL2ZZZk0vZz09,https://phoenix.piugame.com/data/song_img/fe98b921e02d92be8a66df809c0734fd.png?v=20241031113041
Monolith,Single,21,dFlHYXR1dmhZUzRHMUUzWStUUnhDUT09,https://phoenix.piugame.com/data/song_img/909e5df346a72fcd09b5376d50a007c9.png?v=20241031113041
Mopemope,Single,21,STFrQlJqcG5nK2VxbmZNSVNEeDNPZz09,https://phoenix.piugame.com/data/song_img/f720e52b1bb6625bd869df634102c20b.png?v=20241031113041
HTTP,Single,21,NjRFZ283TW4vRVVNanA0cy84SGp6dz09,https://phoenix.piugame.com/data/song_img/a33e5f54f2789ce8eacfab76da16e2fd.png?v=20241031113041
Ignis Fatuus(DM Ashura Mix) - SHORT CUT -,Single,21,U2J0OEIvbU1yR3hCczdjL3g4SVhDQT09,https://phoenix.piugame.com/data/song_img/3a7f7612993a0bc32c6768a09f3b7eaf.png?v=20241031113041
Imprinting,Single,21,UkhMaGdqWnZoYnJqNTRCWnBmUmgrUT09,https://phoenix.piugame.com/data/song_img/32c419f173c4eeb2b9f9f92308c60996.png?v=20241031113041
INFINITY,Single,21,VmVIVUNWaUJFVlRwQUJZQmlrRm45dz09,https://phoenix.piugame.com/data/song_img/614525bb9b1e6f28a8415ce51d9534bd.png?v=20241031113041
INVASION,Single,21,c2NjS2ZSL2Rha1BqU2RpOVJjVXl5UT09,https://phoenix.piugame.com/data/song_img/774827619c1d0d5c3068df20119a35e6.png?v=20241031113041
Jupin,Single,21,QUttOUZrUCs5eHpmaGVRd1VQaENsdz09,https://phoenix.piugame.com/data/song_img/9f561790e1f3df1f1174b87f0d78b9d6.png?v=20241031113041
Just Hold On (To All Fighters),Single,21,WXgzRlFxekd5SjBSM0RPWXM2MHlBUT09,https://phoenix.piugame.com/data/song_img/a5cdeb1b546d6bbd592dd202c3a79345.png?v=20241031113041
Kasou Shinja仮装信者,Single,21,cFliTTRUNnZ1dUdETkw4UGF5dlpjdz09,https://phoenix.piugame.com/data/song_img/29b6ff6beda3f488e7f64c6f9d5d3ecd.png?v=20241031113041
Keep On!,Single,21,Z2xnUUJTVWJBYTNBd2IvWUpuK3Y0Zz09,https://phoenix.piugame.com/data/song_img/b659ce406e801cbc6f5fd42933eadb06.png?v=20241031113041
Leakage Voltage,Single,21,VURNRk9PN1d6WDM4cmtvcDBtbUthZz09,https://phoenix.piugame.com/data/song_img/bbb4ea1cd59845c2f17fb8aaf3dc538b.png?v=20241031113041
Leather,Single,21,NEIydEpHM3lVUnNoVStBNHVlT0M1QT09,https://phoenix.piugame.com/data/song_img/7a7a1b221de07d92d694b1ccd2bb69e0.png?v=20241031113041
Lepton Strike,Single,21,YUM0MVk0SUI4QkpZb0FoVGRUaUJHQT09,https://phoenix.piugame.com/data/song_img/8958722ae115e6fea37e0435ae7aa63e.png?v=20241031113041
Fracture Temporelle,Single,21,V2tiU0k0THFYbjcyWGdhNWFLNEhtdz09,https://phoenix.piugame.com/data/song_img/4f176d4f60c502692f8e1b0715e495e2.png?v=20241031113041
Gargoyle - FULL SONG -,Single,21,ZUdqS2VSdXpocG5JVlQ5N2lvQ2NCQT09,https://phoenix.piugame.com/data/song_img/9e54f9ac19a9725e63a85bad034b662d.png?v=20241031113041
Get Up,Single,21,RlB4Wk5FeVFoZ3JyZVYrM0RTYUJZUT09,https://phoenix.piugame.com/data/song_img/5eb1caeed1386a085da143bd07f55fe5.png?v=20241031113041
Ghroth,Single,21,andUTXU1SnpWa0d2cURGNk9TTXFhZz09,https://phoenix.piugame.com/data/song_img/711e60a1b06997e72dde2024731aebdf.png?v=20241031113041
God Mode 2.0 feat. Skizzo,Single,21,cXYyKy9SV1plUUFRVTVxSmsrV3VSZz09,https://phoenix.piugame.com/data/song_img/1fc6bdfadaf5c8c4d0aaa5cb3a30ddd5.png?v=20241031113041
GOOD NIGHT - FULL SONG -,Single,21,T1cyZFJlQW1mdkpKcXYyYUI2UE8vUT09,https://phoenix.piugame.com/data/song_img/adaa2f4a9c9e0b2a87ed9882d615622c.png?v=20241031113041
GOODTEK,Single,21,akdxZld2MGNmdUEvSmdJOThhKzFmUT09,https://phoenix.piugame.com/data/song_img/08a55debe196a4c44b2041868a5c2070.png?v=20241031113041
Gothique Resonance,Single,21,R21MTkFybzRQTzRQcDNNalZiUkFDZz09,https://phoenix.piugame.com/data/song_img/4b41820a1ce03c6b9ef1c6942772f649.png?v=20241031113041
Headless Chicken,Single,21,ZmFJOS8reEVmazhNWjNoTDJ5VTBndz09,https://phoenix.piugame.com/data/song_img/31923a19e575c171125466bb5b1e1eb3.png?v=20241031113041
HEART RABBIT COASTER,Single,21,M0lFSVVrc3RIekxtUFAvb1RTRW5TUT09,https://phoenix.piugame.com/data/song_img/21f8ea50ea39ae9649ef630448e5a2d4.png?v=20241031113041
Highway Chaser,Single,21,NG11cjU1Y1RjWUdmSkJ1VnN1RU9Ydz09,https://phoenix.piugame.com/data/song_img/f06cbde6cc0b8747421f52ac75b3ee8b.png?v=20241031113041
Horang Pungryuga,Single,21,RFp0SHo5bWpzdzNwZVVJcVVtRFFqZz09,https://phoenix.piugame.com/data/song_img/ff5e51e70c41cfb7d92c5ee7a7f4dd9c.png?v=20241031113041
Poseidon,Single,21,RnhBVldvSDM0b2FSZjFkYzRyTDR4UT09,https://phoenix.piugame.com/data/song_img/de96638880924993fd3617fc5b5d2d8a.png?v=20241031113041
Poseidon - SHORT CUT -,Single,21,RXRWc1F2V1pjNTJMdlZmRUo5K1o2QT09,https://phoenix.piugame.com/data/song_img/95868dff1e1449dd03e5e8de267203cd.png?v=20241031113041
PRiMA MATERiA,Single,21,QVIwbERKczlBOXNzWVNUQm9zakMydz09,https://phoenix.piugame.com/data/song_img/d9ca9ba14be1f8d7bc007bfcae6f19a1.png?v=20241031113041
PRIME,Single,21,NG9heitad0VQU2xTcW9rcXpHMUdVQT09,https://phoenix.piugame.com/data/song_img/b884420c531d98a83a9746e76cd31fa2.png?v=20241031113041
Prime Time,Single,21,cXpHelVpR3lHWGQxdTNNVVJiT1c0Zz09,https://phoenix.piugame.com/data/song_img/6a9b52dad811828ecba1f4f5d3e6abfe.png?v=20241031113041
PUPA,Single,21,MHNIa1dtUE5ONmxsQkoxN0gvTy9wUT09,https://phoenix.piugame.com/data/song_img/adf1054211294efcbfb92ac97a37ec75.png?v=20241031113041
Ragnarok,Single,21,NDhLSUxyUzVHc3cwQ3hWZFBOaUlJdz09,https://phoenix.piugame.com/data/song_img/8f68503d1f4d0a971f1878657386936f.png?v=20241031113041
Re：End of a Dream,Single,21,dWxOcitiY25lZy9hU08wWmJMYWxKdz09,https://phoenix.piugame.com/data/song_img/cc5d57d60b17c46dee91b575faecd855.png?v=20241031113041
She Likes Pizza,Single,21,VVo3ZFRlejRZSkJ4ZkFLRUNWa0Yrdz09,https://phoenix.piugame.com/data/song_img/88313acc27b4f5687f3ed03e62756941.png?v=20241031113041
Shub Niggurath,Single,21,dDYxcHNBMEhrT0V0bHdiZjBBNS90dz09,https://phoenix.piugame.com/data/song_img/1f724c66b21c31dd9c8999b2cdd04f6d.png?v=20241031113041
Shub Niggurath - SHORT CUT -,Single,21,bWxXN1lEMExFb3Q2SzBjdysyNjJYUT09,https://phoenix.piugame.com/data/song_img/c42000e6bdad6402546c6c57cad19234.png?v=20241031113041
Solfeggietto,Single,21,SGVCSUxIT2NlZGROUmk0d1ZuNXBWZz09,https://phoenix.piugame.com/data/song_img/89ad08817eede5a099583987e96d64b3.png?v=20241031113041
Windmill,Single,21,YWR5cVBqeUhIRERsR3E5QUYxN1RpZz09,https://phoenix.piugame.com/data/song_img/340f287916ca311faff5b0d05b7fda93.png?v=20241031113041
Witch Doctor,Single,21,VFRZd2pZc2MzbnYwVVZ2QmlJdjVNQT09,https://phoenix.piugame.com/data/song_img/8756d359059d17a2cde4bf9d40ff27cf.png?v=20241031113041
Xeroize,Single,21,Q2hGWElvbVc2QWxSSjhNRVNWcmZOdz09,https://phoenix.piugame.com/data/song_img/50c4cc1811cead8b175df061b10e6307.png?v=20241031113041
Yog-Sothoth,Single,21,Q0pBZ0Ixd1YzREVTQ1dPc1A2WDBSdz09,https://phoenix.piugame.com/data/song_img/bc54e47a51c88d61e1132c40cce0f714.png?v=20241031113041
Yog-Sothoth - SHORT CUT -,Single,21,UzJzSWp1VUtmMjlvVlhjUy9QMVM0Zz09,https://phoenix.piugame.com/data/song_img/f681e9e450cc83454e0a0d1fdc7b821e.png?v=20241031113041
YOU AND I,Single,21,TXFIeDE5Z2dIdFg4eWdIVTlURkUwdz09,https://phoenix.piugame.com/data/song_img/348076ff6d242d366c6d8240e538b454.png?v=20241031113041
Your Mind,Single,21,MGI3TkpnWTRQdlltQU10YzBWcXltZz09,https://phoenix.piugame.com/data/song_img/cb6ef748fd4bb7ef98dd181d77085bb8.png?v=20241031113041
%X (Percent X),Single,20,Y1NFdkViMDB3UTlxT013N3ZkSXpZQT09,https://phoenix.piugame.com/data/song_img/8f26809e182d6eb9719a61749baec84e.png?v=20241031113041
* this game does not exist *,Single,20,UHBpUlZZWnBmbFdnZ3NSTEZSdytiUT09,https://phoenix.piugame.com/data/song_img/89f84e8cf3b3b99a00a93bf032100f8e.png?v=20241031113041
1950,Single,20,VC9OcHR4VmVQamtKeDc5ditCOGRYdz09,https://phoenix.piugame.com/data/song_img/fba81856a34b5447cd12dc4aaf87d37a.png?v=20241031113041
8 6,Single,20,L0dGYTRxL1NTcTc5QmVueXpiU1BrUT09,https://phoenix.piugame.com/data/song_img/5d936b10017adb5582723dec723351d5.png?v=20241031113041
Acquire,Single,20,emxrZzRJWEhGNXdaN3Zhb0pPVUY5dz09,https://phoenix.piugame.com/data/song_img/b41eaa298c4c19f0dedc11e75271e353.png?v=20241031113041
Earendel,Single,20,YXlGK1JmaFhmSldTRjExbzBwRXZ0Zz09,https://phoenix.piugame.com/data/song_img/972549a9c03d8cc569270252aa405cf8.png?v=20241031113041
Energy Synergy Matrix,Single,20,OEx6UGN5b3daZFBDbmtjQzFaTHBOdz09,https://phoenix.piugame.com/data/song_img/9a9a1a662444b7305346e031dad8be2e.png?v=20241031113041
Final Audition Ep. 2-X - SHORT CUT -,Single,20,bDM2U0g1RndIMTNHa21EcmpRR1pMZz09,https://phoenix.piugame.com/data/song_img/7fae3405480b558ef84377c9aa09edf9.png?v=20241031113041
Fires of Destiny,Single,20,R24vODQ4bDNHdE0yWmpTd2lIVERyUT09,https://phoenix.piugame.com/data/song_img/246c0d78b30bf28204d7ef28be5a0f5b.png?v=20241031113041
Fly high,Single,20,eVhzczZXRzV5bU04MG9VTytXTzhQdz09,https://phoenix.piugame.com/data/song_img/d35d8bf23ed86a5011b5f524fe9d6ed1.png?v=20241031113041
Full Moon,Single,20,RER2QkMrWVdya2ZTUmRIaEwyenhNQT09,https://phoenix.piugame.com/data/song_img/992c331c091355947214279619c2a366.png?v=20241031113041
Full Moon - FULL SONG -,Single,20,TnlQMW9lTkV3SVRsY25tMXhDMDdEZz09,https://phoenix.piugame.com/data/song_img/a4301ac7ec04d6e1c032bc981b82aba2.png?v=20241031113041
Giselle,Single,20,OHZydWM3a3FuTFNrSVZkUU1VaDJoZz09,https://phoenix.piugame.com/data/song_img/e75b6128293b5d17ca73a45d243d0a27.png?v=20241031113041
GLORIA,Single,20,QnhyZFZZeHViTzBicU1lVVBDYTZZdz09,https://phoenix.piugame.com/data/song_img/582c4b074703ed2e43d6e53030bdb8e6.png?v=20241031113041
God Mode feat. Skizzo,Single,20,Qi93OXU4ZkZqN1JOTHpiSUppdzVwUT09,https://phoenix.piugame.com/data/song_img/b38900d06ba8d8e1d203691c9ada94d8.png?v=20241031113041
GOOD NIGHT,Single,20,VURoNTJDVjFVUE4ydGZaSHBtbzRSUT09,https://phoenix.piugame.com/data/song_img/950bba94b66e30b4a33c794c204b2ac8.png?v=20241031113041
GOODBOUNCE,Single,20,MDA0K1FIMXNQUDQyTUFzRUN1ek5Kdz09,https://phoenix.piugame.com/data/song_img/fb318d836ec65eca2c99728fee9f3dc9.png?v=20241031113041
Allegro furioso,Single,20,V1FlL0U2T0sxT2E0WS9VQzArWmVudz09,https://phoenix.piugame.com/data/song_img/e8c609ca4151ca2df88a1d78a762db84.png?v=20241031113041
